cycle_number,min_temp_c,max_temp_c,delta_t_c,coolant_flow_rate_lpm,pressure_drop_kpa,visual_inspection,notes
992,-40.4,84.9,125.3,5.86,23.29,PASS,
993,-40.2,84.9,125.1,5.84,23.23,PASS,
994,-40.0,84.6,124.6,5.89,23.12,PASS,
995,-39.5,85.9,125.3,5.85,23.24,PASS,
996,-39.8,84.9,124.8,5.86,22.94,PASS,
997,-40.3,85.2,125.5,5.85,23.42,PASS,
998,-40.2,84.9,125.1,5.87,23.27,PASS,
999,-39.6,84.9,124.4,5.86,23.07,PASS,
1000,-39.7,84.8,124.5,5.86,23.11,PASS,"1000-cycle inspection: minor surface discoloration on inlet fitting, within spec"
1001,-40.0,84.4,124.4,5.86,22.95,PASS,
1002,-40.1,84.9,125.1,5.81,23.16,PASS,
1003,-39.7,84.8,124.5,5.81,23.13,PASS,
1004,-40.3,85.5,125.8,5.85,23.01,PASS,
1005,-39.9,84.5,124.4,5.85,23.32,PASS,
1006,-39.3,84.8,124.1,5.86,23.4,PASS,
1007,-39.9,84.6,124.6,5.85,23.2,PASS,
1008,-40.2,85.6,125.8,5.86,23.16,PASS,
1009,-39.9,84.7,124.5,5.82,23.28,PASS,
1010,-40.1,85.2,125.4,5.85,23.21,PASS,
1011,-40.4,85.4,125.8,5.82,23.05,PASS,
1012,-39.8,84.9,124.7,5.86,23.12,PASS,
1013,-39.7,84.4,124.1,5.81,23.17,PASS,
1014,-40.1,84.5,124.5,5.85,23.25,PASS,
1015,-40.1,85.3,125.5,5.82,23.22,PASS,
1016,-40.3,84.5,124.8,5.84,23.25,PASS,
1017,-40.0,85.2,125.2,5.87,22.99,PASS,
1018,-40.2,85.0,125.2,5.85,23.32,PASS,
1019,-40.3,85.2,125.5,5.81,23.22,PASS,
1020,-39.4,85.2,124.6,5.83,23.61,PASS,
1021,-39.9,84.6,124.5,5.82,23.17,PASS,
1022,-39.8,84.6,124.4,5.81,23.27,PASS,
1023,-39.7,85.3,125.0,5.85,23.65,PASS,
1024,-39.8,84.7,124.5,5.86,23.26,PASS,
1025,-40.1,83.9,124.0,5.86,23.22,PASS,
1026,-39.9,85.3,125.2,5.86,23.08,PASS,
1027,-40.1,84.6,124.7,5.85,23.46,PASS,
1028,-39.9,85.2,125.1,5.84,23.06,PASS,
1029,-39.9,85.6,125.5,5.82,23.3,PASS,
1030,-40.1,85.0,125.1,5.84,23.16,PASS,
1031,-40.4,85.4,125.8,5.82,23.21,PASS,
1032,-40.0,85.1,125.0,5.83,23.02,PASS,
1033,-40.1,85.6,125.7,5.85,23.44,PASS,
1034,-40.6,84.6,125.1,5.84,23.2,PASS,
1035,-39.8,85.0,124.8,5.91,23.06,PASS,
1036,-39.7,85.3,125.0,5.82,23.43,PASS,
1037,-39.2,84.9,124.2,5.84,23.17,PASS,
1038,-40.1,85.5,125.6,5.82,23.3,PASS,
1039,-40.2,84.8,125.0,5.84,23.37,PASS,
1040,-40.3,85.8,126.2,5.84,23.32,PASS,
1041,-39.9,85.8,125.8,5.86,22.92,PASS,
1042,-39.9,85.1,125.1,5.83,23.35,PASS,
1043,-40.2,85.2,125.5,5.84,23.24,PASS,
1044,-40.1,85.5,125.5,5.83,23.2,PASS,
1045,-40.6,84.5,125.1,5.82,23.24,PASS,
1046,-39.7,84.5,124.2,5.83,23.01,PASS,
1047,-40.2,85.5,125.7,5.84,23.29,PASS,
1048,-40.0,85.1,125.1,5.84,23.05,PASS,
1049,-40.4,84.9,125.3,5.85,23.22,PASS,
1050,-40.2,85.0,125.2,5.84,23.28,PASS,
1051,-40.1,84.0,124.1,5.84,23.42,PASS,
1052,-40.0,84.9,124.9,5.81,23.14,PASS,
1053,-39.9,84.7,124.6,5.85,23.48,PASS,
1054,-39.6,85.4,124.9,5.83,23.41,PASS,
1055,-39.8,85.4,125.2,5.86,23.2,PASS,
1056,-39.7,85.2,124.9,5.87,23.1,PASS,
1057,-39.6,85.2,124.7,5.84,23.05,PASS,
1058,-39.8,84.4,124.2,5.82,23.31,PASS,
1059,-40.0,85.2,125.2,5.84,23.16,PASS,
1060,-39.7,85.3,124.9,5.85,23.45,PASS,
1061,-39.7,85.5,125.2,5.83,23.17,PASS,
1062,-39.8,85.8,125.7,5.83,23.14,PASS,
1063,-40.4,84.3,124.8,5.85,23.31,PASS,
1064,-40.3,84.8,125.1,5.85,23.17,PASS,
1065,-40.1,84.7,124.8,5.83,23.28,PASS,
1066,-39.8,85.1,124.8,5.81,23.43,PASS,
1067,-40.0,85.0,125.0,5.85,23.3,PASS,
1068,-39.7,84.9,124.6,5.82,23.3,PASS,
1069,-39.6,85.4,125.0,5.84,23.31,PASS,
1070,-39.6,84.6,124.2,5.84,23.03,PASS,
1071,-39.6,84.6,124.2,5.8,23.34,PASS,
1072,-40.3,84.6,124.9,5.84,23.31,PASS,
1073,-39.9,84.9,124.7,5.85,23.42,PASS,
1074,-40.2,84.5,124.7,5.85,23.38,PASS,
1075,-40.5,85.0,125.5,5.84,23.26,PASS,
1076,-40.1,84.9,125.0,5.8,23.45,PASS,
1077,-39.6,84.7,124.3,5.86,23.25,PASS,
1078,-39.9,85.3,125.2,5.85,23.33,PASS,
1079,-39.4,85.0,124.4,5.81,23.25,PASS,
1080,-39.9,85.4,125.4,5.82,23.37,PASS,
1081,-39.3,84.9,124.2,5.84,23.24,PASS,
1082,-39.9,85.0,124.9,5.85,23.55,PASS,
1083,-40.0,84.8,124.8,5.83,23.6,PASS,
1084,-40.4,85.0,125.4,5.85,23.43,PASS,
1085,-39.7,85.3,125.0,5.8,23.53,PASS,
1086,-40.2,84.8,125.0,5.82,23.07,PASS,
1087,-40.2,85.2,125.4,5.8,23.09,PASS,
1088,-39.6,84.7,124.3,5.82,23.26,PASS,
1089,-39.7,85.3,125.0,5.87,23.31,PASS,
1090,-39.7,84.8,124.4,5.88,23.28,PASS,
1091,-40.1,85.3,125.4,5.84,23.06,PASS,
1092,-40.0,85.0,125.0,5.82,23.48,PASS,
1093,-40.0,85.6,125.6,5.83,23.63,PASS,
1094,-39.8,84.5,124.3,5.85,23.5,PASS,
1095,-39.5,84.4,123.9,5.8,23.48,PASS,
1096,-39.9,84.8,124.6,5.82,23.35,PASS,
1097,-39.4,84.4,123.9,5.86,23.19,PASS,
1098,-39.7,84.4,124.2,5.81,23.33,PASS,
1099,-40.1,85.2,125.3,5.82,23.63,PASS,
1100,-39.8,85.0,124.7,5.84,23.27,PASS,
1101,-39.5,84.8,124.3,5.84,23.25,PASS,
1102,-39.4,84.8,124.2,5.82,23.49,PASS,
1103,-39.6,84.8,124.4,5.84,23.5,PASS,
1104,-40.0,85.7,125.7,5.85,23.2,PASS,
1105,-40.1,84.7,124.8,5.87,23.29,PASS,
1106,-39.8,84.5,124.3,5.83,23.25,PASS,
1107,-39.5,85.3,124.8,5.83,23.34,PASS,
1108,-39.9,84.9,124.8,5.86,23.5,PASS,
1109,-39.9,85.8,125.7,5.82,23.21,PASS,
1110,-40.0,84.8,124.8,5.81,23.5,PASS,
1111,-40.1,85.3,125.4,5.84,23.35,PASS,
1112,-40.0,85.4,125.5,5.85,23.68,PASS,
1113,-40.0,84.8,124.8,5.84,23.38,PASS,
1114,-39.5,84.7,124.2,5.83,23.32,PASS,
1115,-40.1,85.3,125.4,5.8,23.42,PASS,
1116,-40.0,85.2,125.2,5.83,23.29,PASS,
1117,-40.3,84.4,124.7,5.86,23.07,PASS,
1118,-39.8,84.5,124.3,5.81,23.31,PASS,
1119,-39.6,84.0,123.6,5.83,23.3,PASS,
1120,-39.5,85.2,124.8,5.82,23.11,PASS,
1121,-39.9,84.9,124.8,5.82,23.33,PASS,
1122,-39.8,84.9,124.8,5.84,23.04,PASS,
1123,-40.0,84.3,124.4,5.84,23.3,PASS,
1124,-39.8,84.6,124.4,5.84,23.39,PASS,
1125,-39.9,84.8,124.7,5.81,23.36,PASS,
1126,-40.0,84.7,124.7,5.8,23.29,PASS,
1127,-40.0,85.0,125.0,5.84,23.34,PASS,
1128,-39.9,85.2,125.1,5.82,23.24,PASS,
1129,-40.1,85.9,126.0,5.87,23.36,PASS,
1130,-40.1,85.0,125.1,5.87,23.36,PASS,
1131,-39.5,85.4,124.9,5.87,23.22,PASS,
1132,-39.2,84.7,123.9,5.81,23.4,PASS,
1133,-40.4,84.3,124.7,5.84,23.4,PASS,
1134,-40.4,84.9,125.2,5.85,23.34,PASS,
1135,-40.3,84.4,124.6,5.84,23.73,PASS,
1136,-40.0,85.0,125.0,5.82,23.34,PASS,
1137,-39.7,84.7,124.4,5.86,23.32,PASS,
1138,-39.8,84.2,124.0,5.83,23.3,PASS,
1139,-39.9,85.7,125.6,5.83,23.22,PASS,
1140,-39.8,84.8,124.6,5.8,23.47,PASS,
1141,-40.2,84.3,124.6,5.84,23.27,PASS,
1142,-40.1,85.4,125.4,5.82,23.29,PASS,
1143,-40.0,84.7,124.7,5.84,23.29,PASS,
1144,-40.5,85.4,125.9,5.83,23.23,PASS,
1145,-40.3,84.7,125.1,5.83,23.11,PASS,
1146,-40.3,84.8,125.1,5.83,23.31,PASS,
1147,-39.8,85.1,124.9,5.84,23.51,PASS,
1148,-39.9,85.2,125.2,5.82,23.41,PASS,
1149,-39.8,85.3,125.1,5.8,23.61,PASS,
1150,-40.6,85.0,125.5,5.84,23.49,PASS,
1151,-40.4,85.2,125.7,5.81,23.46,PASS,
1152,-39.8,85.3,125.1,5.8,23.66,PASS,
1153,-40.8,85.1,125.9,5.81,23.37,PASS,
1154,-39.6,84.9,124.6,5.83,23.39,PASS,
1155,-40.5,84.4,125.0,5.82,23.38,PASS,
1156,-39.7,85.2,125.0,5.78,23.62,PASS,
1157,-40.3,85.0,125.3,5.82,23.39,PASS,
1158,-39.7,84.8,124.5,5.85,23.29,PASS,
1159,-39.0,85.5,124.5,5.82,23.48,PASS,
1160,-40.7,84.4,125.1,5.82,23.27,PASS,
1161,-39.8,85.7,125.4,5.85,23.47,PASS,
1162,-40.5,85.0,125.5,5.84,23.46,PASS,
1163,-39.9,85.1,125.0,5.85,23.37,PASS,
1164,-40.1,84.8,124.9,5.77,23.48,PASS,
1165,-40.0,84.3,124.3,5.86,23.17,PASS,
1166,-40.3,84.9,125.2,5.84,23.42,PASS,
1167,-39.8,85.1,124.9,5.87,23.33,PASS,
1168,-40.4,85.3,125.7,5.81,23.83,PASS,
1169,-39.6,84.9,124.5,5.79,23.43,PASS,
1170,-40.1,84.1,124.2,5.82,23.31,PASS,
1171,-40.4,84.4,124.8,5.82,23.2,PASS,
1172,-39.5,85.8,125.3,5.84,23.6,PASS,
1173,-40.0,84.6,124.6,5.85,23.36,PASS,
1174,-39.4,85.6,125.0,5.82,23.29,PASS,
1175,-39.6,84.6,124.3,5.82,23.46,PASS,
1176,-40.2,84.9,125.2,5.83,23.51,PASS,
1177,-40.0,85.3,125.3,5.82,23.51,PASS,
1178,-40.0,84.7,124.6,5.82,23.42,PASS,
1179,-39.5,85.6,125.2,5.84,23.44,PASS,
1180,-39.9,85.0,124.9,5.85,23.45,PASS,
1181,-39.9,85.2,125.1,5.84,23.47,PASS,
1182,-40.1,84.9,125.0,5.82,23.48,PASS,
1183,-40.0,85.3,125.3,5.78,23.58,PASS,
1184,-39.6,85.6,125.2,5.82,23.43,PASS,
1185,-40.0,84.9,124.9,5.81,23.3,PASS,
1186,-40.1,85.7,125.8,5.82,23.4,PASS,
1187,-40.2,84.8,124.9,5.81,23.54,PASS,
1188,-40.2,85.3,125.5,5.82,23.16,PASS,
1189,-40.4,85.2,125.6,5.8,23.16,PASS,
1190,-40.2,84.6,124.8,5.8,23.57,PASS,
1191,-39.6,85.1,124.6,5.85,23.66,PASS,
1192,-40.1,85.0,125.1,5.8,23.24,PASS,
1193,-39.8,84.7,124.4,5.82,23.45,PASS,
1194,-40.7,85.1,125.9,5.84,23.37,PASS,
1195,-39.8,85.1,124.9,5.84,23.39,PASS,
1196,-40.0,85.0,125.0,5.84,23.48,PASS,
1197,-40.1,85.0,125.1,5.83,23.24,PASS,
1198,-39.9,85.0,124.9,5.83,23.27,PASS,
1199,-40.1,84.9,125.0,5.85,23.39,PASS,
1200,-40.6,85.1,125.7,5.83,23.42,PASS,
1201,-39.7,84.7,124.5,5.78,23.27,PASS,
1202,-39.9,86.1,126.0,5.81,23.56,PASS,
1203,-40.1,84.4,124.5,5.83,23.38,PASS,
1204,-40.3,84.8,125.1,5.81,23.38,PASS,
1205,-40.4,84.8,125.2,5.85,23.49,PASS,
1206,-39.9,85.8,125.7,5.82,23.43,PASS,
1207,-39.5,84.5,124.0,5.82,23.57,PASS,
1208,-39.9,85.2,125.1,5.84,23.31,PASS,
1209,-40.4,85.1,125.5,5.81,23.24,PASS,
1210,-39.9,85.1,125.1,5.82,23.41,PASS,
1211,-40.0,85.5,125.5,5.84,23.46,PASS,
1212,-39.7,85.5,125.2,5.79,23.27,PASS,
1213,-39.8,84.8,124.6,5.81,23.25,PASS,
1214,-40.9,85.1,126.0,5.83,23.48,PASS,
1215,-39.8,84.3,124.1,5.82,23.34,PASS,
1216,-40.3,85.0,125.3,5.85,23.24,PASS,
1217,-40.4,84.7,125.1,5.79,23.61,PASS,
1218,-40.1,84.9,125.0,5.78,23.37,PASS,
1219,-39.9,84.3,124.2,5.83,23.64,PASS,
1220,-40.5,85.2,125.7,5.83,23.47,PASS,
1221,-39.8,84.3,124.1,5.81,23.51,PASS,
1222,-39.8,85.1,124.8,5.82,23.43,PASS,
1223,-40.0,84.5,124.5,5.83,23.07,PASS,
1224,-40.3,84.7,124.9,5.8,23.3,PASS,
1225,-40.3,85.5,125.8,5.8,23.45,PASS,
1226,-39.7,85.2,124.9,5.82,23.53,PASS,
1227,-40.5,85.5,125.9,5.83,23.2,PASS,
1228,-39.7,85.6,125.3,5.79,23.47,PASS,
1229,-40.0,84.7,124.7,5.81,23.31,PASS,
1230,-40.0,85.6,125.6,5.81,23.51,PASS,
1231,-40.5,84.4,124.9,5.82,23.47,PASS,
1232,-40.0,85.3,125.3,5.82,23.59,PASS,
1233,-39.8,84.8,124.6,5.8,23.64,PASS,
1234,-40.4,84.6,125.0,5.84,23.55,PASS,
1235,-39.9,85.2,125.1,5.8,23.61,PASS,
1236,-40.0,85.4,125.4,5.81,23.43,PASS,
1237,-40.2,85.4,125.6,5.78,23.91,PASS,
1238,-39.7,85.1,124.8,5.8,23.3,PASS,
1239,-40.7,85.1,125.7,5.82,23.41,PASS,
1240,-39.9,85.2,125.1,5.82,23.62,PASS,
1241,-39.5,85.1,124.6,5.83,23.6,PASS,
1242,-39.6,85.2,124.8,5.82,23.56,PASS,
1243,-39.9,85.1,125.0,5.86,23.59,PASS,
1244,-40.1,85.3,125.4,5.8,23.18,PASS,
1245,-40.2,84.3,124.5,5.78,23.73,PASS,
1246,-40.1,84.9,125.0,5.79,23.46,PASS,
1247,-39.8,84.4,124.3,5.8,23.68,PASS,
1248,-40.2,85.1,125.4,5.79,23.19,PASS,
1249,-39.8,85.7,125.4,5.81,23.54,PASS,
1250,-39.4,84.8,124.2,5.84,23.42,PASS,1250-cycle periodic check: nominal
1251,-40.0,85.1,125.1,5.84,23.59,PASS,
1252,-40.4,85.3,125.7,5.82,23.55,PASS,
1253,-40.4,84.2,124.6,5.85,23.56,PASS,
1254,-39.8,84.8,124.6,5.8,23.35,PASS,
1255,-40.0,85.1,125.2,5.78,23.5,PASS,
1256,-39.7,83.8,123.6,5.83,23.48,PASS,
1257,-40.2,84.6,124.8,5.77,23.58,PASS,
1258,-39.8,85.4,125.2,5.8,23.66,PASS,
1259,-40.0,85.4,125.4,5.82,23.53,PASS,
1260,-40.2,85.1,125.4,5.81,23.32,PASS,
1261,-40.1,85.4,125.5,5.81,23.53,PASS,
1262,-40.4,85.1,125.4,5.79,23.91,PASS,
1263,-39.4,85.2,124.6,5.81,23.76,PASS,
1264,-40.0,84.9,124.9,5.83,23.07,PASS,
1265,-39.8,85.0,124.9,5.81,23.53,PASS,
1266,-40.2,84.7,124.9,5.79,23.66,PASS,
1267,-40.3,85.5,125.8,5.78,23.49,PASS,
1268,-40.1,85.6,125.7,5.79,23.45,PASS,
1269,-39.7,85.6,125.2,5.82,23.48,PASS,
1270,-40.2,84.8,125.0,5.82,23.61,PASS,
1271,-40.3,84.6,124.9,5.79,23.35,PASS,
1272,-40.0,85.5,125.5,5.76,23.7,PASS,
1273,-39.9,85.2,125.1,5.82,23.52,PASS,
1274,-39.5,85.1,124.6,5.79,23.39,PASS,
1275,-39.9,84.7,124.6,5.82,23.7,PASS,
1276,-39.8,85.2,125.0,5.79,23.3,PASS,
1277,-39.8,84.6,124.4,5.79,23.45,PASS,
1278,-40.3,85.3,125.6,5.81,23.45,PASS,
1279,-40.3,85.6,125.8,5.86,23.86,PASS,
1280,-40.3,85.7,126.0,5.82,23.43,PASS,
1281,-40.4,85.3,125.7,5.81,23.21,PASS,
1282,-39.8,84.4,124.2,5.81,23.45,PASS,
1283,-39.9,85.1,125.0,5.77,23.61,PASS,
1284,-40.0,85.9,125.8,5.78,23.66,PASS,
1285,-40.8,84.7,125.4,5.76,23.88,PASS,
1286,-39.4,85.0,124.4,5.84,23.75,PASS,
1287,-40.3,85.6,125.8,5.84,23.57,PASS,
1288,-39.4,85.2,124.6,5.81,23.41,PASS,
1289,-40.4,86.0,126.4,5.81,23.79,PASS,
1290,-40.2,84.7,125.0,5.78,23.49,PASS,
1291,-40.7,84.6,125.3,5.8,23.45,PASS,
1292,-39.9,85.5,125.4,5.84,23.49,PASS,
1293,-40.3,84.5,124.9,5.81,23.36,PASS,
1294,-40.3,84.9,125.2,5.79,23.48,PASS,
1295,-40.4,85.0,125.4,5.77,23.52,PASS,
1296,-39.8,85.4,125.2,5.83,23.66,PASS,
1297,-39.8,85.2,125.0,5.8,23.5,PASS,
1298,-39.5,85.2,124.6,5.77,23.37,PASS,
1299,-40.2,84.8,125.0,5.79,23.32,PASS,
1300,-39.9,85.5,125.4,5.78,23.59,PASS,
1301,-40.4,86.6,127.0,5.8,23.57,PASS,
1302,-40.1,85.3,125.4,5.81,23.48,PASS,
1303,-40.2,85.0,125.2,5.79,23.49,PASS,
1304,-39.9,84.5,124.3,5.82,23.62,PASS,
1305,-39.7,84.7,124.4,5.81,23.77,PASS,
1306,-39.7,84.9,124.6,5.83,23.45,PASS,
1307,-40.3,84.8,125.0,5.8,23.58,PASS,
1308,-39.7,85.0,124.7,5.86,23.71,PASS,
1309,-40.0,85.7,125.7,5.79,23.45,PASS,
1310,-40.1,85.5,125.6,5.79,23.57,PASS,
1311,-40.2,84.9,125.1,5.78,23.57,PASS,
1312,-40.2,84.5,124.7,5.8,23.38,PASS,
1313,-39.5,85.5,125.0,5.77,23.6,PASS,
1314,-39.9,85.0,124.9,5.81,23.58,PASS,
1315,-39.9,84.3,124.3,5.76,23.66,PASS,
1316,-40.1,85.3,125.4,5.81,23.4,PASS,
1317,-39.3,85.4,124.7,5.78,23.58,PASS,
1318,-39.6,84.0,123.6,5.79,23.79,PASS,
1319,-40.2,84.7,124.9,5.81,23.89,PASS,
1320,-40.1,85.0,125.0,5.85,23.78,PASS,
1321,-40.1,85.3,125.4,5.78,23.41,PASS,
1322,-40.0,84.8,124.7,5.8,23.65,PASS,
1323,-40.2,84.7,124.9,5.79,23.52,PASS,
1324,-39.9,85.3,125.2,5.78,23.63,PASS,
1325,-39.6,84.8,124.4,5.79,23.47,PASS,
1326,-40.4,85.2,125.6,5.82,23.33,PASS,
1327,-40.3,84.6,124.9,5.79,23.54,PASS,
1328,-40.1,84.5,124.6,5.85,23.7,PASS,
1329,-40.1,85.3,125.4,5.81,23.64,PASS,
1330,-39.4,85.1,124.5,5.78,23.66,PASS,
1331,-39.7,85.4,125.1,5.79,23.63,PASS,
1332,-39.7,84.8,124.5,5.78,23.66,PASS,
1333,-40.1,84.7,124.8,5.82,23.68,PASS,
1334,-40.1,85.5,125.6,5.77,23.56,PASS,
1335,-40.4,84.4,124.8,5.77,23.61,PASS,
1336,-39.8,85.5,125.3,5.79,23.86,PASS,
1337,-39.9,85.5,125.4,5.81,23.63,PASS,
1338,-39.6,85.3,125.0,5.82,23.61,PASS,
1339,-40.1,84.7,124.8,5.83,23.62,PASS,
1340,-40.0,84.7,124.7,5.81,23.58,PASS,
1341,-39.9,84.9,124.9,5.8,23.54,PASS,
1342,-39.7,84.5,124.2,5.81,23.64,PASS,
1343,-40.4,84.6,125.1,5.78,23.54,PASS,
1344,-39.8,85.3,125.0,5.76,23.59,PASS,
1345,-40.0,85.3,125.3,5.81,23.5,PASS,
1346,-40.3,84.6,124.9,5.78,23.63,PASS,
1347,-40.6,85.3,125.9,5.8,23.7,PASS,
1348,-40.0,85.2,125.2,5.8,23.59,PASS,
1349,-39.6,85.6,125.2,5.8,23.32,PASS,
1350,-39.5,85.2,124.7,5.82,23.71,PASS,
1351,-39.9,85.4,125.3,5.81,23.64,PASS,
1352,-39.4,85.2,124.6,5.8,23.47,PASS,
1353,-40.0,85.4,125.4,5.79,23.74,PASS,
1354,-39.7,84.5,124.2,5.8,23.42,PASS,
1355,-40.1,85.0,125.1,5.78,23.78,PASS,
1356,-40.2,85.0,125.1,5.79,23.62,PASS,
1357,-40.2,84.9,125.1,5.85,23.29,PASS,
1358,-40.6,85.2,125.8,5.8,23.66,PASS,
1359,-39.6,85.3,124.9,5.81,23.57,PASS,
1360,-40.2,85.2,125.3,5.78,23.55,PASS,
1361,-40.2,84.9,125.2,5.82,23.52,PASS,
1362,-40.4,84.7,125.1,5.81,23.62,PASS,
1363,-40.1,85.4,125.5,5.81,23.56,PASS,
1364,-39.5,85.1,124.6,5.8,23.36,PASS,
1365,-39.4,84.6,124.0,5.82,23.83,PASS,
1366,-40.5,84.9,125.4,5.82,23.6,PASS,
1367,-40.1,84.3,124.4,5.8,23.53,PASS,
1368,-40.3,85.0,125.3,5.79,23.47,PASS,
1369,-39.7,84.9,124.6,5.81,23.76,PASS,
1370,-39.9,84.8,124.7,5.78,23.45,PASS,
1371,-40.2,85.6,125.8,5.78,23.67,PASS,
1372,-40.0,84.5,124.5,5.79,23.56,PASS,
1373,-40.1,85.3,125.4,5.76,23.57,PASS,
1374,-39.5,85.9,125.4,5.81,23.48,PASS,
1375,-39.8,85.4,125.3,5.77,23.56,PASS,
1376,-39.8,85.0,124.8,5.78,23.65,PASS,
1377,-40.8,84.5,125.3,5.79,23.69,PASS,
1378,-40.0,84.5,124.5,5.79,23.54,PASS,
1379,-39.4,84.8,124.2,5.79,23.64,PASS,
1380,-39.6,84.7,124.3,5.79,23.79,PASS,
1381,-40.6,84.7,125.3,5.79,23.41,PASS,
1382,-40.1,84.9,125.0,5.78,23.66,PASS,
1383,-40.4,85.0,125.3,5.78,23.52,PASS,
1384,-39.5,85.2,124.7,5.81,23.5,PASS,
1385,-39.9,84.5,124.4,5.75,23.7,PASS,
1386,-40.2,84.7,125.0,5.79,23.58,PASS,
1387,-40.0,84.9,124.9,5.78,23.48,PASS,
1388,-40.8,84.9,125.7,5.8,23.86,PASS,
1389,-40.3,85.7,126.1,5.76,23.8,PASS,
1390,-40.0,85.1,125.1,5.78,23.38,PASS,
1391,-39.7,84.4,124.1,5.79,23.45,PASS,
1392,-40.6,85.2,125.7,5.81,23.76,PASS,
1393,-40.1,85.2,125.3,5.8,23.63,PASS,
1394,-39.7,84.9,124.6,5.77,23.9,PASS,
1395,-40.4,84.5,125.0,5.78,23.77,PASS,
1396,-39.9,85.7,125.6,5.81,23.72,PASS,
1397,-40.0,84.6,124.6,5.77,23.52,PASS,
1398,-39.5,85.3,124.7,5.79,23.75,PASS,
1399,-40.1,85.1,125.1,5.79,23.49,PASS,
1400,-40.1,85.2,125.3,5.78,23.88,PASS,
1401,-39.7,85.7,125.4,5.84,23.74,PASS,
1402,-40.4,85.2,125.6,5.78,23.56,PASS,
1403,-40.1,84.8,124.8,5.8,23.8,PASS,
1404,-40.1,85.4,125.6,5.77,24.02,PASS,
1405,-40.0,84.7,124.8,5.8,23.65,PASS,
1406,-39.7,85.1,124.8,5.81,23.77,PASS,
1407,-39.8,84.5,124.3,5.78,23.62,PASS,
1408,-40.2,84.6,124.8,5.79,23.7,PASS,
1409,-40.0,85.0,125.0,5.77,23.46,PASS,
1410,-39.6,85.1,124.7,5.77,23.69,PASS,
1411,-40.2,84.3,124.6,5.81,23.7,PASS,
1412,-40.0,85.2,125.2,5.78,23.96,PASS,
1413,-40.1,84.7,124.7,5.74,23.43,PASS,
1414,-40.0,85.5,125.5,5.82,23.65,PASS,
1415,-40.5,84.9,125.3,5.77,23.89,PASS,
1416,-39.6,84.6,124.1,5.78,23.66,PASS,
1417,-40.2,85.0,125.3,5.82,23.67,PASS,
1418,-39.7,84.6,124.3,5.78,23.58,PASS,
1419,-40.2,85.5,125.7,5.78,23.56,PASS,
1420,-40.2,85.0,125.2,5.76,23.43,PASS,
1421,-39.6,84.9,124.6,5.75,23.61,PASS,
1422,-39.7,85.2,124.9,5.78,23.56,PASS,
1423,-39.9,84.6,124.5,5.79,23.73,PASS,
1424,-39.8,84.5,124.3,5.79,23.59,PASS,
1425,-40.1,85.2,125.2,5.78,23.64,PASS,
1426,-40.0,84.6,124.6,5.79,23.64,PASS,
1427,-40.2,84.6,124.8,5.75,23.71,PASS,
1428,-39.7,85.3,125.1,5.8,23.63,PASS,
1429,-40.2,85.2,125.4,5.79,23.56,PASS,
1430,-39.6,84.5,124.1,5.82,23.73,PASS,
1431,-40.1,84.8,124.8,5.79,23.88,PASS,
1432,-40.0,84.6,124.6,5.77,23.74,PASS,
1433,-39.8,85.7,125.5,5.78,23.63,PASS,
1434,-40.0,85.4,125.4,5.78,23.7,PASS,
1435,-40.1,84.8,124.9,5.79,23.41,PASS,
1436,-40.0,85.2,125.2,5.79,23.7,PASS,
1437,-39.7,84.5,124.2,5.76,23.66,PASS,
1438,-40.2,84.7,124.9,5.75,23.59,PASS,
1439,-40.0,85.0,125.1,5.79,23.61,PASS,
1440,-40.0,85.2,125.2,5.81,23.67,PASS,
1441,-39.7,85.0,124.7,5.79,23.88,PASS,
1442,-40.0,85.1,125.1,5.8,23.89,PASS,
1443,-39.5,85.0,124.5,5.8,23.59,PASS,
1444,-40.0,84.9,125.0,5.79,23.66,PASS,
1445,-40.1,84.9,125.0,5.77,23.66,PASS,
1446,-40.1,84.8,124.9,5.79,23.86,PASS,
1447,-40.4,85.1,125.5,5.81,23.76,PASS,
1448,-40.3,85.2,125.5,5.79,23.75,PASS,
1449,-40.2,85.1,125.2,5.8,23.82,PASS,
1450,-39.7,84.5,124.2,5.77,23.65,PASS,
1451,-40.0,84.6,124.6,5.78,23.95,PASS,
1452,-40.1,85.2,125.3,5.78,23.74,PASS,
1453,-39.6,85.6,125.2,5.78,23.62,PASS,
1454,-39.5,85.1,124.6,5.81,23.71,PASS,
1455,-39.6,84.8,124.5,5.73,23.93,PASS,
1456,-40.3,85.1,125.3,5.78,23.68,PASS,
1457,-40.1,84.5,124.7,5.78,23.89,PASS,
1458,-39.5,85.5,125.0,5.75,23.66,PASS,
1459,-39.9,85.1,125.0,5.79,23.64,PASS,
1460,-40.1,84.7,124.8,5.77,23.85,PASS,
1461,-39.8,84.9,124.7,5.77,23.62,PASS,
1462,-39.7,84.8,124.5,5.82,23.88,PASS,
1463,-40.2,85.5,125.7,5.8,23.81,PASS,
1464,-39.9,84.9,124.9,5.79,23.63,PASS,
1465,-39.7,85.1,124.8,5.79,23.75,PASS,
1466,-40.3,85.2,125.6,5.78,23.68,PASS,
1467,-40.0,84.7,124.7,5.82,23.81,PASS,
1468,-40.3,85.1,125.4,5.8,24.04,PASS,
1469,-40.3,85.1,125.4,5.76,23.71,PASS,
1470,-40.2,84.4,124.5,5.75,23.84,PASS,
